ID,Language_ID,Headword,Part_Of_Speech,Alternative_Pronounciation,Citation_Form,Etymology,Language,Question,Register,Regular_Allomorphs,Valency
LX001026,ctn,huŋgari,adv,huĩgari ; huĩghari ; huŋghari,,hun [DEM] + gari [SEQ],C,,,,
LX001027,ctn,huŋgoiʔ,adv,huŋgoi,,,C,,,,
LX001028,ctn,huŋgoiʔyã,adv,huŋgeã ; huŋgeiŋa ; huŋgeiʔyã ; huŋgeiʔŋa ; huŋgeŋa ; huŋgeʔã ; huŋgeʔyã ; huŋgeʔŋa ; huŋgoiyã ; huŋgoiŋa ; huŋgoiʔya ; huŋgoiʔŋa ; huŋgoĩyã ; huŋgoʔyã ; huŋgegna ; huŋgoigŋa,,hun [DEM] + -go [NMLZ] + -iʔ [LOC] + -ŋa [ERG.S],C,,,,
LX001029,ctn,huŋkhi,adv,,,,C,,,,
LX001030,ctn,huŋkhiʔta,adv,huŋkhita ; hunkhita,,,C,,,,
hupma,ctn,hupma,n,huʔma,,,C,,,,
huppi,ctn,huppi,interj,huppa,,,C,,child,,
hupt,ctn,hupt,vt,,,,C,,,hup,
LX001031,ctn,hupt,vi,,hupma,,C,,,hup,S-NOM(1) V-s(S)
LX001032,ctn,hupt,vt,,hupma,,C,,,hup,A-ERG G-NOM(1) T-ERG V-a(A).o(G)
huriri,ctn,huriri,adv,,huririwa,,C,,,,
hurk,ctn,hurk,vi,,hurkanu,,N,,,hurka ; hurki,
hurkau,ctn,hurkau,vt,,hurkaunu,,N,,,hurka ; hurk,
hurra,ctn,hurra,interj,,,,N,,,,
hururu,ctn,hururu,adv,harara ; hububu ; huddudududududududu ; hurururu ; hurururururu,hururuwa,,N,,,,
LX001033,ctn,huruʔyoŋ,n,,,,C,,,,
hus,ctn,hus,vi,huss,wa-huma,,C,,,hu,S-NOM(1) V-s(S)
LX001034,ctn,hus,vt,,wa-huma,,C,,,hu,A-ERG(1) P-NOM(1) V-a(A).o(P)
hussusu,ctn,hussusu,adv,,hussusuwa,,C,,,,
husuppa,ctn,husuppa,n,,,,C,,,,
husuphusup,ctn,husuphusup,adv,husupsup,,,C,,,,
hut,ctn,hut,interj,,,,N,,,,
hutikar,ctn,hutikar,n,,,,N,,,,
hutruk,ctn,hutruk,adv,,,,C/N,,,,
hutt,ctn,hutt,vi,hut,huiʔma,,C,,,huʔ ; huiʔ ; huc ; hus,S-NOM(1) V-s(S)
LX001035,ctn,hutt,vt,,huiʔma,,C,,,huʔ ; huiʔ ; huc ; hus,A-ERG P-NOM(1) V-a(A).o(P)
hutturiri,ctn,hutturiri,adv,,,cf. hut 'hole'.,C,POS is unclear,,,
hutututu,ctn,hutututu,interj,,,,N,,,,
huthuri,ctn,huthuri,n,,,,C,,,,
huwakhuwak,ctn,huwakhuwak,interj,,,,C,,,,
LX001036,ctn,huwaʔcamcam,adv,,,,C,,,,
LX001037,ctn,huʔluŋ,n,hulluŋ,,,C,,,,
hwattai,ctn,hwattai,adv,huiʔtaiʔ,,,N,,,,
hya,ctn,hya,pro,ya,,,B,,,,
hyu,ctn,hyu,gm,yu,,,B,,,,
i,ctn,i,pro,,,,C,Relation to Nepali pronoun यी is not clear,,,
LX001038,ctn,i,n,,,,E,,,,
i-,ctn,i-,gm,,,,C,,,,
-i,ctn,-i,gm,-ĩ,,,C,,,-a,
LX001039,ctn,-i,gm,,,,C,this suffix is as yet rarely attested as a linker between verb stems and -likhi. The difference to the variant verb stem + SUBJ is not yet understood.,,,
LX001040,ctn,-i,gm,,,,N,,,,
LX001041,ctn,-i,gm,,,,N,,,,
LX001042,ctn,-i,gm,,,,N,,,-ie,
LX001043,ctn,-i,gm,,,,N,,,-ni,
LX001044,ctn,-i,gm,,,,N,,,,
icaula,ctn,icaula,n,,,,N,,,,
iccha,ctn,iccha,n,,,,N,,,,
LX001045,ctn,iccha,n,,,,N,,,,
ichichi,ctn,ichichi,adv,,,,C,,,,
id,ctn,id,vi,,mɨk-ima; dukhup-ima,,C,,,i,S-GEN poss(S)-EMO V-s(EMO); S-NOM poss(S)-EMO V-s(EMO)
ijar,ctn,ijar,n,,,,N,,,,
-ikana,ctn,-ikana,gm,-ikʌnʌ,,,N,,,,
ikonomiks,ctn,ikonomiks,n,iko,,,E,,,,
ikte,ctn,ikte,num,ɨkte,,,B,,,,
ikheya,ctn,ikheya,n,,,,N,,,,
ilaka,ctn,ilaka,n,,,,N,,,,
ilam,ctn,ilam,n,,,,N,,,,
ilu,ctn,ilu,n,,,,N,,,,
imarjensi,ctn,imarjensi,n,,,,E,,,,
imbu,ctn,imbu,n,,,,C,,,,
imel,ctn,imel,n,,,,E,,,,
imkha,ctn,imkha,n,,,ims- 'sleep- + =kha [NMLZ],C,,,,
importan,ctn,importan,adj,impodan,,,E,,,,
ims,ctn,ims,vi,,imma,,C,,,im,S-NOM V-s(S)
in,ctn,in,vt,,ĩma,,C,this looks like this entry could also license G-NOM T-NOM,,ĩ,A-ERG P-NOM V-a(A).o(P)
-in,ctn,-in,gm,,,,N,,,,
LX001046,ctn,-in,gm,,,,N,,,,
LX001047,ctn,-in,gm,-iiŋ,,,B,,,,
inar,ctn,inar,n,,,,N,,,,
inc,ctn,inc,n,aĩci,,,E,,,,
indira,ctn,indira,n,,,,N,,,,
indiya,ctn,indiya,n,india,,,E,,,,
indra,ctn,indra,n,,,,N,,,,
LX001048,ctn,indra,n,inda ; inra ; inru ; indrai ; inr,,,N,,,indr,
indreni,ctn,indreni,n,inreni,,,N,,,,
induwa,ctn,induwa,n,,,,N,,,,
-ini,ctn,-ini,gm,,,,N,,,-ni,
inkes,ctn,inkes,adv,,,,E,,,,
instityut,ctn,instityut,n,insicyut ; insicɨut,,,E,,,,
insurens,ctn,insurens,n,insuren,,,E,,,,
intarejukesan,ctn,intarejukesan,n,intarajukesan,,,E,,,,
intarnet,ctn,intarnet,n,,,,E,,,,
intres,ctn,intres,n,inters,,,E,,,,
LX001049,ctn,iŋlis,adj,,,,E,,,,
ipiem,ctn,ipiem,n,,,,E,,,,
ipt,ctn,ipt,vt,,ipma,,C,,,ip,A-ERG G-LOC T-NOM V-a(A).o(T)
irawa,ctn,irawa,n,,,,N,,,,
is,ctn,is,interj,,,,N,,,,
-is,ctn,-is,gm,,,,N,,,,
isa,ctn,isa,n,,,,N,,,is,
isara,ctn,isara,n,,,,C,,,,
iskel,ctn,iskel,n,,,,E,,,,
iskop,ctn,iskop,n,,,,E,,,,
iskul,ctn,iskul,n,skul,,,E,,,,
iskule,ctn,iskule,n,,,,N,,,,
iskus,ctn,iskus,n,iskos ; eskos,,,N,,,,
isneha,ctn,isneha,n,isniha,,,N,,,,
isorikanya,ctn,isorikanya,n,,,,N,,,,
ispasta,ctn,ispasta,adj,,,,N,,,,
ispesal,ctn,ispesal,adj,,,,E,,,,
ispesalli,ctn,ispesalli,adv,,,,E,,,,
ispid,ctn,ispid,n,spid,,,E,,,,
istabdha,ctn,istabdha,adj,istabadha,,,N,,,,
istamitra,ctn,istamitra,n,,,,N,,,,
istandad,ctn,istandad,n,,,,E,,,,
isten,ctn,isten,n,esten,,Either English station or stand.,N/E,,,,
istesanari,ctn,istesanari,n,istesaneri ; isteseneri,,,E,,,,
istil,ctn,istil,n,,,,E,,,,
istok,ctn,istok,n,,,,E,,,,
istop,ctn,istop,interj,,,,E,,,,
istrit,ctn,istrit,n,,,,E,,,,
isthan,ctn,isthan,n,isthal ; sthal,,,N,,,,
isthiti,ctn,isthiti,n,,,,N,,,,
iswar,ctn,iswar,n,iswor ; isuwer ; isuwar,,,N,,,,
ita,ctn,ita,n,,,,N,,,,
itahari,ctn,itahari,n,,,,N,,,,
iteli,ctn,iteli,n,,,,E,,,,
itihas,ctn,itihas,n,itihãs,,,N,,,,
LX001050,ctn,-iũ,gm,,,,N,,,,
LX001051,ctn,-iʔ,gm,-i ; -ʔ,,,C,,,,
LX001052,ctn,iʔlukiʔluk,adv,,,,C,precise meaning remains to be established,,,
LX001053,ctn,iʔs,vi,is ; it,iʔma,,C,,,iss ; iʔ,S-NOM(1) V-s(S)
LX001054,ctn,iʔs,vt,,iʔma,,C,,,iss ; iʔ,A-ERG P-NOM(1) V-a(A).o(P)
LX001055,ctn,ɨ-,gm,,,,B,,,,
LX001056,ctn,ɨ-,gm,,,,B,This prefix is characteristic of the Bantawa spoken in chintang. its precise distribution and accordingly its function are not clear yet.,,,
LX001057,ctn,ɨ-,pro,,,,B,,,,
LX001058,ctn,ɨcit,adv,ɨcɨʔ,,,B,,,,
LX001059,ctn,ɨk,n,,,,C,,,,
LX001060,ctn,ɨk,vt,,ɨkma,,C,,,ɨg,A-ERG G-NOM T-ERG V-a(A).o(G)
LX001061,ctn,ɨkɨkɨk,adv,,ɨkɨkɨkwa,,C,precise semantics remains to be established,,,
LX001062,ctn,ɨkma,n,,,,C,,,,
LX001063,ctn,ɨŋ-,gm,,,,B,,,,
LX001064,ctn,ɨŋka,pro,,,,B,,,,
ja,ctn,ja,vi,go,janu,,N,,,ga,
LX001065,ctn,ja,n,je,,,N,,,,
-ja,ctn,-ja,v2,,janu,,N,,,-ga,
jab,ctn,jab,n,,,,E,,,,
jaba,ctn,jaba,pro,jab ; jobo,,,N,,,,
jabar,ctn,jabar,n,,,,N,,,,
jabarjasti,ctn,jabarjasti,n,,,,N,,,,
jabdi,ctn,jabdi,adj,,,,C/N,,,,
jabo,ctn,jabo,adj,,,,N,,,,
LX001066,ctn,jãc,n,jac ; jaj ; jãj,,,N,,,,
LX001067,ctn,jãc,vt,,jãcnu,,N,,,,
jadibuti,ctn,jadibuti,n,,,,N,,,,
jado,ctn,jado,n,,,,N,,,,
LX001068,ctn,jãdo,n,,,,N,,,,
jadu,ctn,jadu,n,,,,N,,,,
jaepatre,ctn,jaepatre,n,,,,N,,,,
jag,ctn,jag,n,,,,N,,,,
LX001069,ctn,jag,n,,,,N,,,,
LX001070,ctn,jag,vi,,jagnu,,N,,,,
LX001071,ctn,jag,n,,,,E,,,,
jagadeu,ctn,jagadeu,n,jagadei,,,N,,,,
LX001072,ctn,jagahaŋma,n,,,,C,,,,
LX001073,ctn,jagataŋma,n,,,,C,,,,
jagate,ctn,jagate,adj,,,,N,,,,
jagga,ctn,jagga,n,,,,N,,,,
jagge,ctn,jagge,n,,,,N,,,,
jagir,ctn,jagir,n,,,,N,,,,
jagire,ctn,jagire,n,,,,N,,,,
jagitra,ctn,jagitra,n,,,,N,,,,
LX001074,ctn,jagitra,n,,,,N,,,,
jagjag,ctn,jagjag,interj,jhag ; jag,,,C,,,,
LX001075,ctn,jahã,pro,jaha ; jahãʔ ; jhaha ; tahã,,,N,,,,
LX001076,ctn,jahaiʔ,adv,jahai ; jahãiʔ,,,C/N,,,,
jahaj,ctn,jahaj,n,jʌhaj,,,N,,,,
jahan,ctn,jahan,n,,,,N,,,,
jahani,ctn,jahani,n,jhani,,,N,,,,
jahar,ctn,jahar,n,,,,N,,,,
jahataha,ctn,jahataha,adv,jatatata ; jhatata,,,N,,,,
LX001077,ctn,jahĩ,pro,jahi,,,N,,,,
jahile,ctn,jahile,adv,jaile ; jahiletaile,,,N,,,,
LX001078,ctn,jahĩsukai,adv,jahisukai,,,N,,,,
LX001079,ctn,jahĩtahĩ,adv,jahitahi ; jahatahi,,,N,,,,
jai,ctn,jai,interj,,,,N,,,,
LX001080,ctn,jai,n,,,,N,,,,
jaidal,ctn,jaidal,n,,,,N,,,,
jaigorakh,ctn,jaigorakh,interj,,,,N,,,,
jaijageda,ctn,jaijageda,n,,,,N,,,,
jaijala,ctn,jaijala,n,,,,N,,,,
jaijapan,ctn,jaijapan,n,,,,C/N,,,,
jaijetha,ctn,jaijetha,n,,,,N,,,,
jailal,ctn,jailal,n,,,,N,,,,
jainara,ctn,jainara,n,,,,N,,,,
jak,ctn,jak,n,,,,E,,,,
jaket,ctn,jaket,n,,,,E,,,,
jakjakjak,ctn,jakjakjak,adv,,jakjakjakwa,,C,,,,
jal,ctn,jal,n,,,,N,,,,
LX001081,ctn,jal,n,jalo,,,N,,,,
LX001082,ctn,jal,vi,,jalnu,,N,,,,
jalahara,ctn,jalahara,n,,,,C,,,,
jalari,ctn,jalari,n,,,,N,,,,
jalau,ctn,jalau,vt,,jalaunu,,N,,,jala ; jal,
jaldobaldo,ctn,jaldobaldo,adj,,,,N,,,,
jale,ctn,jale,n,,,,N,,,,
jali,ctn,jali,n,,,,N,,,,
LX001083,ctn,jali,n,,,,N,,,,
jalpa,ctn,jalpa,n,jalapa ; jalappa,,,C,,,,
jalthal,ctn,jalthal,n,jalathala,,,N,,,,
jam,ctn,jam,n,jamm,,,N,,,,
jama,ctn,jama,n,,,,N,,,,
jamal,ctn,jamal,n,,,,C/N,,,,
jaman,ctn,jaman,adj,,,,N,,,,
jamana,ctn,jamana,n,jumana,,,N,,,,
jamani,ctn,jamani,n,,,,N,,,,
jamau,ctn,jamau,vt,,jamaunu,,N,,,jama ; jam,
jamka,ctn,jamka,n,,,,N,,,,
jamma,ctn,jamma,adj,,,,N,,,,
jammagar,ctn,jammagar,vt,,jammagarnu,,N,,,,
jammai,ctn,jammai,pro,jamma ; jʌmmai ; jʌmma ; jama ; jam ; jamai ; jammaĩ ; jammo ; jamm,,,C/N,,,,
jamp,ctn,jamp,n,,,,E,,,,
jamuna,ctn,jamuna,n,jhamuna ; yamuna,,,N,,,,
jan,ctn,jan,n,,,,N,,,,
LX001084,ctn,jan,vi,,jannu,,N,,,,
jana,ctn,jana,n,,,,N,,,,
-jana,ctn,-jana,gm,-jʌna,,,N,,,,
janacetana,ctn,janacetana,n,,,,N,,,,
janaganana,ctn,janaganana,n,,,,N,,,,
janak,ctn,janak,n,,,,N,,,,
janaki,ctn,janaki,n,,,,N,,,,
janasakti,ctn,janasakti,n,,,,N,,,,
LX001085,ctn,janasaŋkhya,n,janasankhya,,,N,,,,
janasewa,ctn,janasewa,n,,,,N,,,,
janata,ctn,janata,n,janta,,,N,,,,
janawar,ctn,janawar,n,,,,N,,,,
jandis,ctn,jandis,n,,,,E,,,,
jankari,ctn,jankari,n,,,,N,,,,
janm,ctn,janm,vi,,janminu,,N,,,janmi ; janma,
janma,ctn,janma,n,,,,N,,,,
janmara,ctn,janmara,n,,,,N,,,,
janmat,ctn,janmat,n,janamat,,,N,,,,
janmathalo,ctn,janmathalo,n,janmasthalo,,,N,,,,
janmau,ctn,janmau,vt,,janmaunu,,N,,,janma ; janm,
janne,ctn,janne,adj,,,jan -ne [know -NPST.PTCP non-past.participle],N,,,,
jantar,ctn,jantar,n,,,,N,,,,
jantare,ctn,jantare,n,,,,N,,,,
jantari,ctn,jantari,n,,,,N,,,,
jante,ctn,jante,adj,,,,N,,,,
janti,ctn,janti,n,,,,N,,,,
januka,ctn,januka,n,,,,N,,,,
LX001086,ctn,jaŋga,n,janga,,,N,,,jaŋg,
LX001087,ctn,jaŋga,interj,jaŋge,,,C,,,,
LX001088,ctn,jaŋga-,vi,,jaŋga-pakma,,C,,,,
LX001089,ctn,jaŋgal,n,jʌŋgʌl,,,N,,,,
LX001090,ctn,jaŋgali,adj,,,,N,,,,
jap,ctn,jap,vt,,japnu,,N,,,,
japan,ctn,japan,n,,,,N/E,,,,
japane,ctn,japane,n,,,,N/E,,,,
japani,ctn,japani,adj,,,,N,,,,
jara,ctn,jara,n,,,,N,,,,
jarayo,ctn,jarayo,n,,,,N,,,,
jari,ctn,jari,n,,,,N,,,,
jarikal,ctn,jarikal,n,,,,N,,,,
jarimana,ctn,jarimana,n,,,,N,,,,
jariwana,ctn,jariwana,n,,,,N,,,,
jarkin,ctn,jarkin,n,,,,C/E,,,,
jarman,ctn,jarman,n,jarmani,,,N/E,,,,
jarnel,ctn,jarnel,n,,,,N/E,,,,
jaro,ctn,jaro,n,joro ; jwaro,,,N,,,,
jarsi,ctn,jarsi,n,,,,E,,,,
jarurat,ctn,jarurat,n,,,,N,,,,
jaruri,ctn,jaruri,n,,,,N,,,,
jasari,ctn,jasari,adv,josori,,,N,,,,
jaskeli,ctn,jaskeli,n,,,,C/N,,,,
jasmin,ctn,jasmin,n,,,,N,,,jas,
jasta,ctn,jasta,n,josta,,,N,,,,
jastai,ctn,jastai,adv,,,jasto 'like' + -ai [EMPH],N,,,,
jasto,ctn,jasto,adj,jaso ; josto,,,N,,,,
jat,ctn,jat,n,jati ; jati ; jatti,,,N,,,,
jata,ctn,jata,pro,,,,N,,,,
jatan,ctn,jatan,n,,,,N,,,,
jati,ctn,jati,adj,,,,N,,,,
LX001091,ctn,jati,n,jatti,,,N,,,,
LX001092,ctn,jãto,n,jato,,,N,,,,
jatra,ctn,jatra,n,,,,N,,,,
jatti,ctn,jatti,adv,jotti ; jʌtti,,,N,,,,
jattikher,ctn,jattikher,pro,,,,N,,,,
LX001093,ctn,jãtha,n,jatha ; jattha ; jãtho ; jãttha,,,N,,offensive,,
LX001094,ctn,jãthi,n,jatthi ; jathi,,,N,,offensive,,
jaule,ctn,jaule,n,joule,,,C,,,,
LX001095,ctn,jaũle,n,jaule ; jaũli ; jauli ; jamle ; jãule,,,N,,,,
LX001096,ctn,jaũlema,n,,,,C/N,,,,
jaulima,ctn,jaulima,n,,,,N,,,,
jawara,ctn,jawara,n,jamara,,,C/N,,,,
jaya,ctn,jaya,n,,,,N,,,,
LX001097,ctn,jaya,n,jay,,,N,,,,
je,ctn,je,pro,,,,N,,,,
LX001098,ctn,je,n,jai,,,E,,,,
jebi,ctn,jebi,n,,,,C,,,,
jehos,ctn,jehos,pro,,,,N,,,,
jejhuri,ctn,jejhuri,n,jejhu,,,N,,,,
jeksan,ctn,jeksan,n,,,,N,,,jek,
jel,ctn,jel,n,,jel sel,,N,,,,
jela,ctn,jela,n,,,,N,,,,
jema,ctn,jema,n,,,,N,,,,
jembire,ctn,jembire,n,,,,N,,,,
LX001099,ctn,jembire,n,,,,C,final -e could be a nicknamer,,,
LX001100,ctn,jembire,n,jimir ; jyamir,,,N,,,,
jen,ctn,jen,n,,,,N,,,,
jeni,ctn,jeni,n,,,,N,,,,
jenisa,ctn,jenisa,n,,,,N,,,,
jenmara,ctn,jenmara,n,,,,N,,,,
jens,ctn,jens,n,,,,E,,,,
jensen,ctn,jensen,n,,,,N,,,,
jent,ctn,jent,n,jen,,,E,,,,
jental,ctn,jental,adj,,,,E,,,,
jepra,ctn,jepra,n,jebra,,,N,register of this entry remains to be established,,,
jesan,ctn,jesan,n,,,,N,,,,
jesta,ctn,jesta,n,,,,N,,,jest,
jesukai,ctn,jesukai,pro,jesukʌi,,,N,,,,
jeth,ctn,jeth,n,,,,N,,,,
jetha,ctn,jetha,n,jetho,,,N,,,,
jethan,ctn,jethan,n,,,,N,,,,
jethi,ctn,jethi,n,,,,N,,,,
jethisasu,ctn,jethisasu,n,,,,N,,,,
jethuk,ctn,jethuk,n,jethukk,,,N,,,,
jeu,ctn,jeu,interj,je ; jiu,,,N,,,,
jha,ctn,jha,n,,,,N,,,,
jhadka,ctn,jhadka,n,jhadko ; jhadaka,,,N,,,,
jhagada,ctn,jhagada,n,jhaijhagada,,,N,,,,
LX001101,ctn,-jhaĩ,gm,-jhai,,,N,,,,
jhakamakka,ctn,jhakamakka,adv,,,,N,,,,
jhakjhaki,ctn,jhakjhaki,adj,,,,C,,,,
jhakkaljhukkal,ctn,jhakkaljhukkal,adv,,,,N,,,,
LX001102,ctn,jhãkri,n,,,,N,,,,
jhal,ctn,jhal,n,jhāl,,,N,,,,
jhalajhal,ctn,jhalajhal,adj,,,,N,,,,
jhalakjhuluk,ctn,jhalakjhuluk,adv,jalakjuluk,,,C/N,,,,
jhalalala,ctn,jhalalala,adv,,,,N,,,,
jhale,ctn,jhale,n,,,,N,,,,
LX001103,ctn,jhale,n,jhare,,,N,,,,
LX001104,ctn,jhale,n,,,,N,final -e could be a nicknamer,,,
jhalemale,ctn,jhalemale,n,,,,N,,,,
jhamjham,ctn,jhamjham,adv,,,,N,,,,
jhamka,ctn,jhamka,n,jhumka,,,N,,,,
LX001105,ctn,jhamka,n,,,,N,,,jhamk ; jhamkk,
jhamkabhet,ctn,jhamkabhet,n,,,,N,,,,
jhamt,ctn,jhamt,vt,,jhamtanu,,N,,,jhamti ; jhamta,
jhamta,ctn,jhamta,n,,,,N,,,,
jhan,ctn,jhan,adv,jhana ; jhanai ; jhanda ; jhanna ; jhannai ; jhannaĩ ; jhun,,,N,,,,
jhanda,ctn,jhanda,n,,,,N,,,,
jhandai,ctn,jhandai,adv,jhannai ; jhanna,,,N,,,,
jhandigadi,ctn,jhandigadi,n,,,,N,,,,
jhanjhat,ctn,jhanjhat,n,jhanjhatt,,,N,,,,
jhanta,ctn,jhanta,n,,,,N,,,,
LX001106,ctn,jhaŋjhaŋ,interj,,,,C/N,,,,
LX001107,ctn,jhaŋka,n,,,,C,,,,
LX001108,ctn,jhaŋs,vi,,,,C,,,jhaŋ,
jhapad,ctn,jhapad,n,,,,N,,,,
jhapjhap,ctn,jhapjhap,adv,,,,N,,,,
jhappe,ctn,jhappe,n,jhap ; jhappa ; jhop ; jhoppa ; jhoppai ; jhoppe,,,N,,,,
jhapra,ctn,jhapra,n,,JP243; 1259,,N,,,,
jhapre,ctn,jhapre,adj,jhappur,,,N,,,jhapr,
jhapro,ctn,jhapro,n,jhapra,,,N,,,,
jhapu,ctn,jhapu,n,,,,C,,,,
jhar,ctn,jhar,vt,,jharnu,,N,,,,
LX001109,ctn,jhar,n,,,,N,,,,
LX001110,ctn,jhar,vi,,jharnu,,N,,,,
LX001111,ctn,jhar,vt,,jharnu,,N,,,,
jharak,ctn,jharak,adv,,,,B,,,,
jharakjhuruk,ctn,jharakjhuruk,adv,jarakjuruk ; jharak,,,C,,,,
jhari,ctn,jhari,n,jhʌri,,,N,,,,
jharjharaudo,ctn,jharjharaudo,adj,,,,N,,,,
jharna,ctn,jharna,n,,,,N,,,,
jharuwa,ctn,jharuwa,n,,,,N,,,,
jhask,ctn,jhask,vi,,jhaskinu,,N,,,jhaski ; jhaska,
jhatak,ctn,jhatak,adv,,,,N,,,,
jhataro,ctn,jhataro,n,,,,N,,,,
jhatka,ctn,jhatka,n,,,,N,,,,
jhatta,ctn,jhatta,adv,,,,N,,,,
LX001112,ctn,jhẽjhẽma,n,,,,C,,,,
LX001113,ctn,jhẽjhẽwa,n,,,,C,,,,
jhekjhekjhek,ctn,jhekjhekjhek,adv,,jhekjhekjhekwa,,C,exact semantics is unclear,,,
jhekluk,ctn,jhekluk,sound,,,,C,,,,
jhekra,ctn,jhekra,n,,,,N,,,,
LX001114,ctn,jhekruŋjhek,interj,jhekruk ; jhekruŋ ; jhek,,,C,,,,
jhel,ctn,jhel,n,,,,N,,,,
jhela,ctn,jhela,n,,,,N,,,,
jhelas,ctn,jhelas,interj,jhelai ; jhela,,,C/N,,,,
jheli,ctn,jheli,n,jali,,,N,,,,
jhelkhana,ctn,jhelkhana,n,,,,N,,,,
jhelman,ctn,jhelman,n,,,,N,,,,
jhelu,ctn,jhelu,n,,,,C,,,,
LX001115,ctn,jhemkoŋ,sound,,,,C,,,,
jhemma,ctn,jhemma,sound,jhem,,,C/N,Precise meaning remains to be established,,,
jhempal,ctn,jhempal,n,,,,N,,,,
jhentuki,ctn,jhentuki,n,jhen,,,C,,,,
LX001116,ctn,jheŋ,interj,,,,C,,,,
LX001117,ctn,jheŋle,n,,,,C,,,,
LX001118,ctn,jheŋleŋleŋ,adv,,jheŋleŋleŋwa,,C,exact meaning remains unclear.,,,
LX001119,ctn,jheŋli,n,,,,C,,,,
LX001120,ctn,jheŋluk,adv,,,,C,,,,
LX001121,ctn,jhepleŋma,n,,,,C,,,,
jherekjherek,ctn,jherekjherek,adv,,,,C,,,,
jheura,ctn,jheura,n,,,,C/N,,,,
jheure,ctn,jheure,n,,,,N,,,,
jheyau,ctn,jheyau,n,jheu,,,N,,,,
jhiga,ctn,jhiga,n,jhĩga ; jhiŋga ; jhiŋa,,,N,,,,
jhijo,ctn,jhijo,n,,,,N,,,,
jhik,ctn,jhik,vt,,jhiknu,,N,,,,
jhil,ctn,jhil,vi,,jhĩma,,C,"there is some confusion around the stems jhil- 'peel', jhɨl- 'ruffle' and jhɨs- 'bare'. One informant said that 'peel' should be jhɨs-. Other informants said that jhil-, jhɨl- and jhɨs- all three mean the same, namely 'ruffle' or 'bare'. The present meanings are constructed from what was found in the community dictionary and from a few corpus instances.",,jhĩ ; jhin,S-NOM(1) V-s(S)
LX001122,ctn,jhil,vt,,jhĩma,,C,"there is some confusion around the stems jhil- 'peel', jhɨl- 'ruffle' and jhɨs- 'bare'. One informant said that 'peel' should be jhɨs-. Other informants said that jhil-, jhɨl- and jhɨs- all three mean the same, namely 'ruffle' or 'bare'. The present meanings are constructed from what was found in the community dictionary and from a few corpus instances.",,jhĩ ; jhin,A-ERG G-NOM(1) T-ERG V-a(A).o(G)
LX001123,ctn,jhil,vt,,jhĩma,,C,relation to jhil 'peel.off' remains to be established,,jhĩ ; jhin,A-ERG P-NOM V-a(A).o(P)
jhilikjhilik,ctn,jhilikjhilik,adv,jhili ; jhilijhili ; jhilik ; jhilikke ; jhilili,,,C,,,,
jhilili,ctn,jhilili,adv,,jhililiwa,,C,,,,
jhilimili,ctn,jhilimili,adv,,,,N,,,,
jhilinga,ctn,jhilinga,n,jhiniya,,,N,,,,
jhilipjhilip,ctn,jhilipjhilip,interj,jhilipjhilipjhilip,,,C,,,,
jhilke,ctn,jhilke,n,,,,N,,,jhilk,
jhimkyau,ctn,jhimkyau,vi,jhimki,,,N,,,jhimkya,
jhimlukjhimluk,ctn,jhimlukjhimluk,adv,,,,C,,,,
jhinijhini,ctn,jhinijhini,adv,,,,C,,,,
jhinjhiriri,ctn,jhinjhiriri,adv,,,,C,,,,
LX001124,ctn,jhiŋgo,n,jhiŋga ; jhiga,,,N,,,,
jhire,ctn,jhire,n,,,,N,,,,
jhirik,ctn,jhirik,interj,,,,C,,,,
jhiriri,ctn,jhiriri,adv,,,,C,precise semantics remains to be established,,,
jhiskau,ctn,jhiskau,vi,,jhiskaunu,,N,,,jhiska ; jhisk,
jhiyapli,ctn,jhiyapli,n,,,,C/N,,,,
LX001125,ctn,jhɨkjhɨkjhɨk,adv,,,,C,exact semantics remains to be established,,,
LX001126,ctn,jhɨl,vi,,jhɨĩma,,C,,,jhɨĩ ; jhɨn,S-NOM(1) V-s(S)
LX001127,ctn,jhɨl,vt,,jhɨĩma,,C,,,jhɨĩ ; jhɨn,A-ERG P-NOM(1) V-a(A).o(P)
LX001128,ctn,jhɨlleʔleuʔ,adj,jhinlekleʔ ; jhunleu,,,C,,,,
LX001129,ctn,jhɨmlɨkjamlɨk,adv,jhɨmlɨkrajhamlɨk,,,C,,,,
LX001130,ctn,jhɨnalele,adv,jhɨnamlele ; jhunalele,,,C,,,,
LX001131,ctn,jhɨŋkoŋ,adv,,,,C,,,,
LX001132,ctn,jhɨrakrak,adv,,jhɨrakrakwa,,C,,,,
LX001133,ctn,jhɨrɨ,interj,jhuru ; jhurup ; jharup,,,C,,,,
LX001134,ctn,jhɨrɨrɨ,adv,,jhɨrɨrɨwa,,C,precise semantics remains to be established,,,
LX001135,ctn,jhɨs,vt,,jhɨma,,C,,,jhɨ,A-ERG P-NOM V-a(A).o(P)
jhoek,ctn,jhoek,adv,,,,C,,,,
jhok,ctn,jhok,n,jhõk,,,N,,,,
jhokjhokjhok,ctn,jhokjhokjhok,adv,,jhokjhokjhokwa,,C,precise semantics remains to be established,,,
jhokoko,ctn,jhokoko,adv,,jhokokowa,,C,,,,
jhokr,ctn,jhokr,vi,,jhokrinu,,N,,,jhokri ; jhokra,
jhol,ctn,jhol,n,,,,N,,,,
jhola,ctn,jhola,n,,,,N,,,,
jhololo,ctn,jhololo,interj,,jhololowa,,C,,,,
